Countries,Arrival city,Stay before hajj-,Arrival type,Arrival date,Num of pilgrims
جمهورية مصر العربية,جدة,مكة,جو,2025-05-28,243
جمهورية مصر العربية,جدة,مكة,جو,2025-05-28,251
الجمهورية الجزائرية الديمقراطية الشعبية,جدة,مكة,جو,2025-05-29,225
الجمهورية الجزائرية الديمقراطية الشعبية,جدة,مكة,جو,2025-05-29,229
الجمهورية الجزائرية الديمقراطية الشعبية,المدينة المنورة,المدينة - مكة,جو,2025-05-29,1
جمهورية مصر العربية,المدينة المنورة,المدينة - مكة,جو,2025-05-30,201
جمهورية السودان,جدة,مكة,جو,2025-05-25,239
جمهورية مصر العربية,المدينة المنورة,المدينة - مكة,جو,2025-05-22,270
الجمهورية التركية,جدة,مكة,جو,2025-05-29,141
جمهورية بنين,جدة,مكة,جو,2025-05-29,2
جمهورية مصر العربية,جدة,مكة,جو,2025-05-30,50
جمهورية باكستان الإسلامية,جدة,مكة,جو,2025-05-30,102
جمهورية مصر العربية,جدة,مكة,جو,2025-05-30,124
جمهورية مصر العربية,جدة,مكة,جو,2025-05-21,392
جمهورية مصر العربية,جدة,مكة,جو,2025-05-21,399
جمهورية الهند,جدة,مكة,جو,2025-05-22,287
جمهورية الهند,جدة,مكة,جو,2025-05-23,50
جمهورية الهند,جدة,مكة,جو,2025-05-24,397
جمهورية الهند,جدة,مكة,جو,2025-05-24,83
جمهورية الهند,جدة,مكة,جو,2025-05-25,287
جمهورية الهند,جدة,مكة,جو,2025-05-27,395
جمهورية الهند,المدينة المنورة,المدينة - مكة,جو,2025-05-14,263
جمهورية الهند,المدينة المنورة,المدينة - مكة,جو,2025-05-31,2
جمهورية باكستان الإسلامية,المدينة المنورة,المدينة - مكة,جو,2025-05-16,258
جمهورية بنين,المدينة المنورة,المدينة - مكة,جو,2025-05-18,164
"المملكة المغربية,المدينة المنورة,المدينة - مكة,جو,2025-05-11,356"
الجمهورية التركية,المدينة المنورة,المدينة - مكة,جو,2025-05-20,259
جمهورية إندونيسيا,جدة,مكة,جو,2025-05-19,366
"المملكة المغربية,المدينة المنورة,المدينة - مكة,جو,2025-05-19,2"
جمهورية باكستان الإسلامية,المدينة المنورة,المدينة - مكة,جو,2025-05-19,230
جمهورية باكستان الإسلامية,جدة,مكة,جو,2025-05-20,306
جمهورية مصر العربية,المدينة المنورة,المدينة - مكة,جو,2025-05-20,185
جمهورية باكستان الإسلامية,المدينة المنورة,المدينة - مكة,جو,2025-05-13,45
جمهورية مصر العربية,جدة,مكة,جو,2025-05-20,252
جمهورية مالي,جدة,مكة,جو,2025-05-22,381
الجمهورية العربية السورية,جدة,مكة,جو,2025-05-28,423
جمهورية بنجلاديش الشعبية,المدينة المنورة,المدينة - مكة,جو,2025-05-10,135
جمهورية بنجلاديش الشعبية,المدينة المنورة,المدينة - مكة,جو,2025-05-12,189
الجمهورية التركية,جدة,مكة,جو,2025-05-29,111
الجمهورية التركية,جدة,مكة,جو,2025-05-31,3
"جمهورية أوغندا,المدينة المنورة,المدينة - مكة,جو,2025-05-26,10"
المملكة العربية السعودية,جدة,مكة,جو,2025-05-22,326
جمهورية الهند,المدينة المنورة,المدينة - مكة,جو,2025-05-12,306
جمهورية باكستان الإسلامية,المدينة المنورة,المدينة - مكة,جو,2025-05-23,31
"جمهورية غينيا كوناكري,جدة,مكة,جو,2025-05-24,329"
جمهورية مالي,المدينة المنورة,المدينة - مكة,جو,2025-05-23,53
جمهورية باكستان الإسلامية,المدينة المنورة,المدينة - مكة,جو,2025-05-24,9
جمهورية تنزانيا المتحدة,جدة,مكة,جو,2025-05-18,250
جمهورية مصر العربية,جدة,مكة,جو,2025-05-21,106
الجمهورية الجزائرية الديمقراطية الشعبية,جدة,مكة,جو,2025-05-22,180
جمهورية مصر العربية,جدة,مكة,جو,2025-05-25,153
الجمهورية الجزائرية الديمقراطية الشعبية,المدينة المنورة,المدينة - مكة,جو,2025-05-27,1
جمهورية باكستان الإسلامية,جدة,مكة,جو,2025-05-27,134
جمهورية السودان,المدينة المنورة,المدينة - مكة,جو,2025-05-28,272
جمهورية كازاخستان,جدة,مكة,جو,2025-05-24,24
جمهورية مصر العربية,جدة,مكة,جو,2025-05-28,274
جمهورية باكستان الإسلامية,المدينة المنورة,المدينة - مكة,جو,2025-05-29,2
جمهورية بنجلاديش الشعبية,جدة,مكة,جو,2025-05-23,1
جمهورية السودان,جدة,مكة,جو,2025-05-31,97
جمهورية السودان,المدينة المنورة,المدينة - مكة,جو,2025-06-01,1
المملكة العربية السعودية,المدينة المنورة,المدينة - مكة,جو,2025-05-19,152
جمهورية السودان,المدينة المنورة,المدينة - مكة,جو,2025-05-20,360
"جمهورية غينيا كوناكري,المدينة المنورة,المدينة - مكة,جو,2025-05-20,133"
"جمهورية غينيا كوناكري,المدينة المنورة,المدينة - مكة,جو,2025-05-22,265"
"جمهورية غينيا كوناكري,المدينة المنورة,المدينة - مكة,جو,2025-05-25,343"
"جمهورية غينيا كوناكري,المدينة المنورة,المدينة - مكة,جو,2025-05-24,266"
"جمهورية غينيا كوناكري,المدينة المنورة,المدينة - مكة,جو,2025-05-26,261"
جمهورية الكاميرون,المدينة المنورة,المدينة - مكة,جو,2025-05-26,232
جمهورية توجو,المدينة المنورة,المدينة - مكة,جو,2025-05-28,194
جمهورية توجو,جدة,مكة,جو,2025-05-31,38
جمهورية بوركينا فاسو,جدة,مكة,جو,2025-05-31,249
المملكة العربية السعودية,جدة,مكة,جو,2025-05-30,11
المملكة العربية السعودية,جدة,مكة,جو,2025-06-02,8
جمهورية الهند,جدة,مكة,جو,2025-05-29,165
جمهورية مصر العربية,المدينة المنورة,المدينة - مكة,جو,2025-05-29,342
جمهورية كازاخستان,المدينة المنورة,المدينة - مكة,جو,2025-05-30,53
جمهورية الكاميرون,جدة,مكة,جو,2025-05-19,12
"جمهورية غينيا كوناكري,المدينة المنورة,المدينة - مكة,جو,2025-05-16,368"
جمهورية بنجلاديش الشعبية,المدينة المنورة,المدينة - مكة,جو,2025-05-20,425
الجمهورية الجزائرية الديمقراطية الشعبية,المدينة المنورة,المدينة - مكة,جو,2025-05-21,388
"جمهورية غانا,المدينة المنورة,المدينة - مكة,جو,2025-05-16,197"
جمهورية كوت ديفوار,المدينة المنورة,المدينة - مكة,جو,2025-05-16,67
الجمهورية الإسلامية الإيرانية,المدينة المنورة,المدينة - مكة,جو,2025-05-17,229
الجمهورية الإسلامية الإيرانية,المدينة المنورة,المدينة - مكة,جو,2025-05-25,524
"جمهورية السنغال,المدينة المنورة,المدينة - مكة,جو,2025-05-25,401"
"جمهورية السنغال,المدينة المنورة,المدينة - مكة,جو,2025-05-26,175"
جمهورية توجو,المدينة المنورة,المدينة - مكة,جو,2025-05-17,136
"جمهورية السنغال,المدينة المنورة,المدينة - مكة,جو,2025-05-18,173"
جمهورية الصومال الفيدرالية,المدينة المنورة,المدينة - مكة,جو,2025-05-27,413
الجمهورية الإسلامية الإيرانية,المدينة المنورة,المدينة - مكة,جو,2025-05-27,371
جمهورية نيجيريا الفيدرالية,المدينة المنورة,المدينة - مكة,جو,2025-05-28,355
جمهورية كوت ديفوار,المدينة المنورة,المدينة - مكة,جو,2025-05-29,3
الجمهورية الجزائرية الديمقراطية الشعبية,المدينة المنورة,المدينة - مكة,جو,2025-05-19,133
جمهورية باكستان الإسلامية,المدينة المنورة,المدينة - مكة,جو,2025-05-20,44
جمهورية الصومال الفيدرالية,المدينة المنورة,المدينة - مكة,جو,2025-05-20,174
الجمهورية الإسلامية الإيرانية,المدينة المنورة,المدينة - مكة,جو,2025-05-20,148
الجمهورية الإسلامية الإيرانية,المدينة المنورة,المدينة - مكة,جو,2025-05-21,218
جمهورية الصومال الفيدرالية,المدينة المنورة,المدينة - مكة,جو,2025-05-21,232
الجمهورية الإسلامية الإيرانية,المدينة المنورة,المدينة - مكة,جو,2025-05-21,255
الجمهورية الإسلامية الإيرانية,المدينة المنورة,المدينة - مكة,جو,2025-05-22,117
الجمهورية الإسلامية الإيرانية,المدينة المنورة,المدينة - مكة,جو,2025-05-23,228
الجمهورية الإسلامية الإيرانية,المدينة المنورة,المدينة - مكة,جو,2025-05-23,258
الجمهورية الإسلامية الإيرانية,المدينة المنورة,المدينة - مكة,جو,2025-05-23,80
الجمهورية الإسلامية الإيرانية,جدة,مكة,جو,2025-05-18,283
الجمهورية الإسلامية الإيرانية,المدينة المنورة,المدينة - مكة,جو,2025-05-28,318
جمهورية باكستان الإسلامية,المدينة المنورة,المدينة - مكة,جو,2025-05-26,185
"جمهورية السنغال,المدينة المنورة,المدينة - مكة,جو,2025-05-29,185"
جمهورية روسيا الاتحادية,جدة,مكة,جو,2025-05-19,143
جمهورية باكستان الإسلامية,المدينة المنورة,المدينة - مكة,جو,2025-05-26,213
دولة ليبيا,المدينة المنورة,المدينة - مكة,جو,2025-05-27,260
الجمهورية الإسلامية الإيرانية,المدينة المنورة,المدينة - مكة,جو,2025-05-28,6
